No.,Name,Address,Address 2,City,Salesperson Code,Location Code,Post Code,Phone No.,Fax No.,Contact,Salesperson Code,Customer Posting Group
C0875,FAMILY CHOICE,NO 16 WELLAWAYA ROAD,MONARAGALA,,ET006,VAN14,,7779099959,,073033344043001 48001,ET006,ET
C0876,NEW LOOK,"NO 18, MANGALA ROAD,",GAMPAHA.,,A SELL,VAN1,,779174241,,051010017557/2065,A SELL,CN
C0877,M.C STYLE-Sellepperuma,"NO 567, DEMATAGODA ROAD,",COLOMBO-09,,A SELL,VAN1,,112685499,,RIZWAN-4831,A SELL,CN
C0878,RANDIRA TEX,"AMBEWELA ROAD,BOGAKUMBARA,",WELIMADA.,,CE2004,VAN7,,714499266,,A.M.M.U.K THILAKARATHNA-20910010019795,CE2004,CE-2
C0879,SAVINDI TEX,"NO 05, PRIVATE BUS STAND,",MAHIYANGANAYA.,,CE2004,VAN7,,726158751,,W.M.D WIJAYATHUNGA-005650004991,CE2004,CE-2
C0880,VINO TEX,HOSPITAL ROAD,KALUWANCHIKUDY,,ET006,VAN14,,770338381,,K VINOTHAN 165010002533 012550000057 6625 6629,ET006,ET
C0881,ASLAM BIG MART,NO 444 MAIN STREET,SAINTHAMARTHU,,ET006,VAN14,,772686568,,A M AZEEM 012650004777 86684,ET006,ET
C0882,THILAKAWARDENA TEXTILES CHAINS PVT LTD,NO 76 1 KANDY ROAD,KIRIBATHGODA,,CN003,VAN1,,,,NITTAMBUWA JA ELA-6191 2239,CN003,CN
C0883,SAKUNTHALA SAREE CENTER,"PALLEGAMA,",AMBILIPITIYA,,SN003,VAN11,,719623600,,4350005914,SN003,SN
C0884,SHEHARA ENTERPRISES,"NO 596, ATHURUGIRIYA ROAD,",MALABE.,,CN003,VAN1,,,,3910006907,CN003,CN
C0885,FASHION POOL,"NO 1097, ANURADAPURA JUNCTION,",TRINCOMALEE,,NW003,VAN15,,777372422,,094200140040142/6068,NW003,NW
C0886,NEXT TEXTILE SHOWROOM,"NO 184-1 KANDY ROAD,",VAUNIYA,,NW003,VAN15,,777401777,,17050004767,NW003,NW
C0887,C.N.J GARMENT,C.I.B SIGIRIYA WATTE NARANGALLA,KULIYAPITIYA,,NW003,VAN15,,711979979,,9125038/34353273-001,NW003,NW
C0888,SIRI MANGALA,"NO 84 PERAKUMBA STERRT,",KURUNEGALA,,CE1004,VAN13,,773523323,,00650049322/01210000396,CE1004,CE-1
C0889,SENSUMA FASHION,NO 15 1 1 MAIN STREET,MAWANELLA,,CE1004,VAN13,,710711416,,1790017136,CE1004,CE-1
C0890,NANDIKA TAILORS AND WEDDING CENTRE,MADAMPE ROAD,KULIYAPITIYA,,NW003,VAN15,,779334064,,102353553184 9225,NW003,NW
C0891,IQRAM-SHORTAGE,,,,CT001,,,,,,CT001,SCT
C0892,JAZEEMAS (R),"A55 MAIN STREET,",MARTHAMUNI,,A SELL,VAN14,,777428238,,6104396/185010003141,A SELL,ET
C0893,SHANTHA KUMARA-CE-2,,,,CE2002,,,,,,CE2002,NORMAL
C0894,FASHION PLUS,NO 183 MAIN STREET,KULIYAPITIYA,,NW003,VAN15,,723331333,,226100120000426 6068,NW003,NW
C0895,ZAMHA TEX,NO 30 MAIN STREET,MARUTHAMUNAI,,ET006,VAN14,,0779041821/067-2229744,,AMANA 001 0135 172001,ET006,ET
C0896,WIJAYA GROUP (PVT) LTD,NO 183 2 DUTUGEMUNU STREET,KOHUWALA NUGEGODA,,CT001,VAN3,,763648049,,,CT001,SCT
C0897,BRIDE ARCADE,,,,CT001,VAN3,,,,,CT001,SCT
C0898,COTTON COLLECTION,"NO 08, JAWATTA ROAD,",COLOMBO-5,,CN003,VAN1,,112580826,,64470,CN003,CN
C0899,FRN MATARA-CONSIGNMENT,,,,MAINSTORES,MAINSTORES,,,,,MAINSTORES,FRANCHISE
C0900,ALANKARA FASHION,"NO 272,B HIGH LEVEL ,",MAHARAGAMA.,,CN003,VAN1,,777306478,,0114-1000-0727,CN003,CN
C0901,SARAH TEXTILE,NO 159 MAIN STREET,AKKARAIPATTU,,ET006,VAN14,,,,,ET006,ET
C0902,VOL SQUARE (PVT) LTD,"NO 159, S. DE S JAYASINGHA MAWATHA,",NUGEGODA,,CN003,VAN1,,112890759,,7010319296,CN003,CN
C0903,WIJENAYAKA DRESS POINT,"KULIYAPITIYA ROAD,",PANNALA,,NW003,VAN15,,770188245,,11440305670,NW003,NW
C0904,VIJAYAS TEX,NO 63 RAGALA BAZZAR,RAGALA,,CE1004,VAN13,,763536508,,BOC 009960,CE1004,CE-1
C0905,LOOK @ ME,"N0 32,OLD MARKET ROAD,","KOTUWEGODA,",,SN003,VAN11,MATARA.,0773078130/0412238383,,DFCC-004001008859,SN003,SN
C0906,UNIQUE TREND (PVT) LTD.,"N018,NAWALA ROAD,",NUGEGODA,,CE1004,VAN13,,777725464,,HNB-027010409533/4325,CE1004,CE-1
C0907,R.S.D FASHIONS,"NO 89, KOHILAWATTE,",WELLAMPITIYA,,SCO01,VAN4,,773182828,,0075367333/24512,SCO01,CS
C0908,OMEGA TEXTILE,"90 A, KATUWAWALA,",BORALESGAMUWA,,A SELL,VAN4,,773055327,,,A SELL,CS
C0909,NEW FASHION,NO 35 WILMOST STREET,HAMBANTHOTA,,SN003,VAN11,,777530289,,BOC 76995738,SN003,SN
C0910,THE FASHION STORES,"NO 29,VISHAKA ROAD",COLOMBO-04,,CN003,VAN1,,777741100,,,CN003,CN
C0911,FASHION U TURN,NO 07 SARANANDA MAWATHA,KALUTARA,,CT001,VAN3,,713118952,,HNB 034010018106,CT001,SCT
C0912,SMART FASHION,"14B , OLD ROAD,BALANGODA.",,,ET006,VAN14,,772203544,,182008951,ET006,ET
C0913,DRESS POINT,"No 68/1 , DEHIWELA ROAD",PEPILIYANA,,CT001,VAN3,,,,,CT001,SCT
C0914,IDEAL FASHION,"NO 05,WICKRAMASINGHA PURA,",BATTARAMULA.,,CT001,VAN3,,,,005210003403-sampath bank,CT001,SCT
C0915,AURA FOREVER,"NO 273, MAIN STREET,",AMBALANGODA,,SN003,VAN11,,0773591078/0914547384,,,SN003,SN
C0916,MENS STYLE,NO 12 1 Main Street,Anuradhapura,,NW003,VAN15,,777447303,,seylan 096033351727001,NW003,NW
C0917,MODERN PARK,"MOSQUE ROAD,",KAHATAGASDIGILIYA.,,NW003,VAN15,,776409036,,BOC-71559107,NW003,NW
C0918,MANORA LIFESTYLE,NO 35 COLOMBO ROAD,ALLAWA,,CE1004,VAN13,,7797147151,,COM 1188003700 Lalith Darmasiri,CE1004,CE-1
C0919,STYLE HUNT PVT LTD,NO 21 MALIYADEWA ROAD,KURUNEGALA,,CE1004,VAN13,,717145391,,,CE1004,CE-1
C0920,REVONKA,196 A Z Main Street,godakawela,,ET006,VAN14,,778932689,,,ET006,ET
C0921,POP GENTS AND LADIES,NO 133 KAHATAGASHANDIYA ROAD,GALENBIDUNUWEWA,,NW003,VAN15,,777197474,,SELAN 113033439690001,NW003,NW
C0922,RUHUNU FASHION,NO 86 MONARAGALA ROAD,WELLAWAYA,,ET006,VAN14,,716178085,,HNB 106010001701,ET006,ET
C0923,PINK ROSE,"NO 164, RATHNAPURA ROAD",HORANA,,ET006,VAN14,,777810000,,BOC-0072340453,ET006,ET
C0924,GAJANAYAKA STORES,NO 121 PASSYALA ROAD,MIRIGAMA,,CE1004,VAN13,,776911122,,SEY 078033498729 001 COM 1660011328,CE1004,CE-1
C0925,SELLEPPERUMA,,,,MAINSTORES,,,,,,MAINSTORES,
C0926,DILAN FASHION HOUSE,NO 243 3 GALLE ROAD,AMBALANGODA,,SN003,VAN11,,773833142,,DFCC 035001003828,SN003,SN
C0927,SANKA FASHION,NO 241 LAWER STREET,BADULLA,,ET006,VAN14,,719008529,,BOC 73035865,ET006,ET
C0928,RATHNAYAKE FASHION,"NO 15 NEGAMBO ROAD,",GIRIULLA,,CE1004,VAN13,,777707322,,,CE1004,CE-1
C0929,DANASIRI HOLDINGS PVT LTD,OPPOSITE THE HOSPITAL BATTICALOA,BIBILE,,ET006,VAN14,,726321796,,SAMPATH 016110000271,ET006,ET
C0930,JAYASINGHE DRESS POINT,NO 90 7 NEGAMBO ROAD NAWALA,VEYANGODA,,CE1004,VAN13,,7717664246,,SAMPATH BANK 00775000104,CE1004,CE-1
C0931,FASHION CITY NAWALAPITIYA,NO 20 GAMPALA ROAD,NAWALAPITIYA,,CE1004,VAN13,,775707291,,Azar,CE1004,CE-1
C0932,GURUGE TEXTILE,NO 14 81 KOLONGAS JUNTION,ARALAGANWILA,,ET006,VAN14,,774199834,,SEYLAN BANK 129033435900002,ET006,ET
C0933,GEEZA,MARAWILA ROAD,NATTANDIYA,,NW003,VAN15,,773532207,,COMMERCIAL BANK 1550005921,NW003,NW
C0934,KANDY SELECTION-NIMATHA,"NO.43, KANDY ROAD,",KADAWATHA,,SCO01,VAN4,,,,,SCO01,SCO
C0935,NEW LOOK-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0936,N S FASHION New siri tex,A 10 NEW TOWN,DEHIATTAKANDIYA,,ET006,VAN14,,713135344,,PEOPLES BANK 330100160018911,ET006,ET
C0937,RUTH STYLE-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0938,NEW SRIYANI-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0939,SEWWANDI FASHION HOUSE,AMBALANTHOTA ROAD,SOORIYAWEWA,,AZEEM,VAN11,,774333870,,BOC-77627963,AZEEM,SN
C0940,COUNTRY KITHCHEN (GLEE),"NO,413 MAIN STREET,",AMBALANGODA,,SN003,VAN11,,770404422,,,SN003,SN
C0941,RUTH STYLE,NEGAMBO ROAD,JA ELA,,CN003,VAN1,,112609005,,,CN003,CN
C0942,HAYESHA FASHION,MAIN STREET,AMBILIPITIYA,,SN003,VAN11,,775248853,,NDB-101000380289,SN003,SN
C0943,DRESS WELL,NO 13 MAIN STREET,RATHOTA,,CE1004,VAN13,,777937836,,PEOPLES BANK 100180000084,CE1004,CE-1
C0944,NEW SADALU FASHION,"NO22,NEW TOWN,",DEHIATTHAKANDIYA,,ET006,VAN14,,0767750808/0272250430,,BOC-0075652127/seylan-029002399824001,ET006,ET
C0945,STAR SHOPPING CENTER,NO 32 MAIN STREET,MEDIRIGIRIYA,,ET006,VAN14,,0272248209/0773027198,,PEOPLES BANK 231100190000146,ET006,ET
C0946,DRESS LINE-NIMANTHA,"NO,92 MAIN STREET,",TANGALLE,,A SELL,VAN4,,,,,A SELL,SCO
C0947,RUWANS TEX-NIMANTHA,"NO22,BELIATTE ROAD,",TANGALLE,,AZEEM,VAN4,,,,,AZEEM,SCO
C0948,JANAKA TRADE CENTER-NIMANTHA,"POST OFFICE ROAD,",AKURESSA,,SCO01,VAN4,,,,,SCO01,SCO
C0949,Kahawatta - Showroom,Kahawatta,,,MAINSTORES,,,,,,MAINSTORES,COUNTER
C0950,Yasarathne & Sons,,,,SCO01,VAN3,,,,,SCO01,SCT
C0951,VIMANA FASHION MART,"NO 04 TANGALLE ROAD,",WEERAKETIYA,,SN003,VAN11,,712246300,,,SN003,SN
C0952,HAAMAA FASHION,"NO 406, MAIN STREET,",NEGAMBO,,NW003,VAN15,,771260853,,SAMPATH-002410006335,NW003,NW
C0953,STEP IN-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0954,EMMA FASHION-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0955,COOL PLANET-NIMANTHA,,,,SCO01,VAN4,,,,,SCO01,SCO
C0956,SPRING AND SUMMER DESIGNER COLLECTION (PVT) LTD,"NO484, NEGAMBO ROAD,",WATTALA.,,CN003,VAN1,,114362614,,WATTALA,CN003,CN
C0957,SPRING AND SUMMER CLOTHING COMPANY (PVT) LTD,"NO 14/15 A RA DE MEL MAWATHA,",COLOMBO-04,,CN003,VAN1,,114362614,,PANADURA @ DUPLICATION ROAD,CN003,CN
C0958,SPRING AND SUMMER FASHION (PVT) LTD,"NO 116, HIGHLEVEL ROAD,",MAHARAGAMA.,,CN003,VAN1,,114362614,,MAHARAGAMA,CN003,CN
C0959,MAYURA FAIR WEAR,MAIN STREET,TISSAMAHARAMA,,SN003,VAN11,,,,HNB 086010011823,SN003,SN
C0960,ODEL-CONSIGNMENT,"NO 475/32 COTTA ROAD,",RAJAGIRIYA.,,CT001,HSM-ODEL,,773591519,,0114625-7000,CT001,SCT
C0961,MY SONS TEXTILE,"NO 30/ AMPARA ROAD,",SAMMANTHURAI,,ET006,VAN14,,752349343,,AMANA BANK-0010230197002,ET006,ET
C0962,K-STYLE,"BELIATTA ROAD,",DICKWELLA.,,A SELL,VAN11,,7119669599,,PEOPLES BANK-13510013001643HNB-178010008546,A SELL,SN
C0963,MEEMAS (PVT) LTD,,,,ET006,VAN14,,777488438,,,ET006,ET
C0964,MAX SELECTION,MAIN STREET HOROWPATHANA,,,NW003,VAN15,,777987733,,BOC 72148148,NW003,NW
C0965,A S B INNOVATIONS (PVT) LTD,"NO.83 , POTHUVIL ROAD,",MONARAGALA,,ET006,VAN14,,,,0719288286-Mr.Prasad/0716812031-Niluka,ET006,ET
C0966,A S B SALES SHOP (PVT) LTD,"NO.07 , NIDAHAS MAWATHA,",AMPARA,,ET006,VAN14,,,,063-2223936,ET006,ET
C0967,A.S.B FASHION,WARAKAPOLA,,,CE1004,VAN13,,,,,CE1004,CE-1
C0968,A.S.B FASHION,MATARA,,,SN003,VAN11,,,,,SN003,SN
C0969,A.S.B FASHION,PANADURA - Jajee,,,SCO01,VAN4,,,,,SCO01,CS
C0970,A.S.B FASHION,ANURADHAPURA,,,NW003,VAN15,,,,,NW003,NW
C0971,A.S.B FASHION,KULIYAPITIYA,,,NW003,VAN15,,,,,NW003,NW
C0972,A.S.B FASHION,WATTALA,,,SCO01,VAN4,,,,,SCO01,CS
C0973,A.S.B FASHION,MALABE,,,SCO01,VAN4,,,,,SCO01,SCO
C0974,A.S.B FASHION,MATHUGAMA,,,SCO01,VAN4,,,,,SCO01,SCO
C0975,A.S.B FASHION,KALUTHARA,,,SCO01,VAN4,,,,,SCO01,CS
C0976,A S B FASHION (PVT) LTD,"NO 478 , ARTHAR V DIAS MAWATHA,",PANADURA.,,SCO01,VAN4,,,,0719288286-Mr.Prasad/0716812031-Niluka,SCO01,SCO
C0977,A.S.B FASHION,ALUTHGAMA,,,SN003,VAN11,,,,,SN003,SN
C0978,A.S.B FASHION,AKURESSA,,,SN003,VAN11,,,,,SN003,SN
C0979,A.S.B FASHION,TANGALLE,,,SN003,VAN11,,,,,SN003,SN
C0980,A S B SALES SHOP (PVT) LTD,"NO 21 , 5TH LANE,",AMBALANGODA,,SN003,VAN11,,,,0719288286-Mr.Prasad/0716812031-Niluka,SN003,SN
C0981,WASANA FASHION,DIKKUMBARA ROAD,HABARADUWA,,SN003,VAN11,,,,PEOPLES 100110000062,SN003,SN
C0982,PS FASHION,"MATARA ROAD,",HABARARUWA,,SN003,VAN11,,,,PEOPLES BANK-329100180000228,SN003,SN
C0983,TOP CHOICE,"NO 02,MAIN STREET,",MARURANKUDI,,NW003,VAN15,,777585404,,PAN ASIA-106410004178,NW003,NW
C0984,PRASAD TEXTILE,HOMAGAMA,,,CT001,VAN3,,,,,CT001,SCT
C0985,PRASAD FASHION SQUARE,NO 87 AVISSAWELLA ROAD,HOMAGAMA,,CT001,VAN3,,,,,CT001,SCT
C0986,REGGAE STYLE,"NO 02,NEW BUS STAND,",MONARAGALA,,ET006,VAN14,,,,SAMPATH BANK-007450004795,ET006,ET
C0987,HEMANTHA TEX,"NO 48, MAIN STREET",EMBILIPITIYA,,A SELL,VAN11,,719093409,,BANK OF CEYLON-0076246267,A SELL,SN
C0988,GEM TEX,,,,NW003,VAN15,,,,,NW003,NW
C0989,SAHELIE INTERNATIONAL PVT LTD,NO 678 GALLE ROAD WELIGAMA,MATARA,,SN003,VAN11,,769292452,,SAMPATH BANK 001310013737,SN003,SN
C0990,IMALRO FASHION,"NO 30/B WESKO BUILDING,",KAMBURUPITIYA ROAD,,SN003,VAN11,AKURESSA,768060479,,HNB-151010007258,SN003,SN
C0991,DEVORA-MIRAL,,,,CS001,,,,,,CS001,CS
C0992,J.S.T SUPER DRESS (PVT) LTD,"NO 135 C,KAHATAGASDIGITIYA",GALENBIDUNUWEWA,,NW003,VAN15,,772777730,,SEYLAN-113012704373-001,NW003,NW
C0993,ABR WORLD,ST THAKKIYA ROAD THALAPITIYA,GALLE,,SN003,VAN11,,912223119,,AMANA BANK 00111706002,SN003,SN
C0994,RAINBOW FASHION WORLD,"NO 97,MAIN STREET,",BATTARAMULLA.,,A SELL,VAN3,,,,Peoples Bank-306100100019635,A SELL,SCT
C0995,Hameedia Stores (Pvt) Ltd.,"No 09,Dharmasrama Mawatha,Borupana,",Rathmalana.,,,,,,,,,INTERCOMP
C0996,MUTHTHUP PILLAYAR VANNACHCHOLAI,"A-09 ROAD,",KILINOCHCHI,,NW003,VAN15,,0212285139/0773902119,,HNB-212010001535,NW003,NW
C0997,VENUKA TEX,"NO.199, K.K.S. ROAD",JAFFNA,,NW003,VAN15,,0212217988/0773544149,,SAMPATH BANK-012050008701,NW003,NW
C0998,FASHION CONNECTION.,"NO. A9 ROAD,",KILINOCHCHI.,,NW003,VAN15,,02122283728/0715418525,,HNB-146010000644,NW003,NW
C0999,PILLAYAR VANNACHCHOLAI,A-09 ROAD,KILINOCHCHAI,,NW003,VAN15,,0212285789/0773500082,,HNB-146010005016,NW003,NW
C1000,RASI COLLECTION,"NO.199, POWER HOUSE ROAD,",JAFFNA.,,NW003,VAN15,,0212225571/0770748999,,HNB-016010003411,NW003,NW
C1001,SUJEEWA FASHION CLUB,NO 76 OLD ROAD,MAHARAGAMA,,ET006,VAN14,,777872794,,,ET006,ET
C1002,STYLE ONE,NEW MARKET INSIDE,JAFFNA,,NW003,VAN15,,0212261922/0773516224,,SAMPATH 012050007365,NW003,NW
C1003,Kahawatta - Showroom,Kahawatta,,,MAINSTORES,,,,,,MAINSTORES,COUNTER
C1004,NEW BOMBAY TEX,130 1 KURUNEGALA ROAD,NARAMALA,,CE1004,VAN13,,778551400,,DFCC BANK 070001001777,CE1004,CE-1
C1005,COUNTRY ROAD,NO 82 KUMARATHUNGA MAWATHA,MATARA,,SN003,VAN11,,776065930,,COMMERCIAL BANK 1070036601,SN003,SN
C1006,SUN DESIGN,NO 190 A MAIN STREET,GODAKAWELA,,ET006,VAN14,,717886871,,SAMPATH BANK 022550000664,ET006,ET
C1007,NEW SRIYANI TRADE CENTER,"NO 37,MAIN STREET,",KEGALLE.,Kegalle,CE1004,VAN13,63,352221746,,,CE1004,CE-1
C1008,TULIP FASHION MART,"NO 25/1 WICKRAMASOORIYA ROAD,",AMBALANGODA,,SN003,VAN11,,777531175,,SAMPATH-018150002725,SN003,SN
C1009,HI LIFE,NO 402 2 KADUWELA ROAD,THALANGAMA,,CT001,VAN3,,773540805,,M M NOWSHAD,CT001,SCT
C1010,ABDUAL SALAM MUHAMMATHU FARHAN,MAIN STREET SMS FASHION,ODDAMAVADI 01,,ET006,VAN14,,777177883,,COMMERCIAL BANK 1159003934,ET006,ET
C1011,SANDAYA TEXTILE RATHNAPURA,NO 45 CHURCH ROAD,RATHNAPURA,,ET006,VAN14,,0775118182/0452224640,,SAMPATH BANK 003350017754 088100192868509,ET006,ET
C1012,A S B INNOVATIONS (PVT) LTD-CHILAW,"NO 83, POTHUVIL ROAD,",MONARAGALA.,,NW003,VAN15,,,,,NW003,NW
C1013,LOOK MAN,NO 106 MAIN STREET,ODDAMAWADI,,ET006,VAN14,,652052091,,AMANA 0010101858002,ET006,ET
C1014,BLOOMINGS CITY TRADE CENTER,,,,NW003,VAN15,,,,,NW003,NW
C1015,PEARL OF ASIA VENTURES (PRIVATE) LIMITED,"NO 338,TB JAYAH MAWATHA,",COLOMBO 10,Colombo 10,CN003,VAN1,26,114848999,,,CN003,CN
C1016,MANGALA EXCLUSIVE (PVT) LTD,,,,CE1004,VAN13,,,,,CE1004,CE-1
C1017,SANDAYA SALE SHOP-KALAWANA,"NO 51,MAIN STREET",KALAWANA,,ET006,VAN14,,045225020/0711210761,,SAMPATH BANK-004150006126,ET006,ET
C1018,AMILA FASHION,WELLAWAYA ROAD,MONARAGALA,,ET006,VAN14,,713349997,,,ET006,ET
C1019,CITY PALACE MAHO,NO 18 MAIN STREET,MAHO,,NW003,VAN15,,728316624,,PEOPLES BANK 052100207140740,NW003,NW
C1020,DEWANARAYANA S S DE S,KANDY KADAWATHA NO 43 KANDY ROAD,KADAWATHA,Kadawatha,CN003,VAN1,53,,,,CN003,CN
C1021,KANDY UPTOWN,NO 14 2 ND FLOOR LIBERTY PLAZA,R A DE MEL MAWATHA COLOMBO 03,Colombo 3,CN003,VAN1,19,,,,CN003,CN
C1022,RATHNASEKARA S,KANDY WATTALA,511 A NEGAMBO ROAD WATTALA,Wattala,CN003,VAN1,115,,,,CN003,CN
C1023,HEMANTHA W D A OPAL MAHARAGAMA NUGEGODA,93 8 HIGHLEVEL ROAD,MAHARAGAMA,,CT001,VAN3,,112160339,,,CT001,SCT
C1024,DUDE FASHION WEAR,NO 287 MADAMBAY ROAD,KULIYAPITYA,Kuliyapitiya,NW003,VAN15,70,,,,NW003,NW
C1025,DULSHA COLLECTION,"NO 520/1,B AWISSAWELLA ROAD",KADUWELA.,kaduwela,CT001,VAN3,55,752825192,,SAMPATH BANK-016250003696,CT001,SCT
C1026,D M P FASHION STORES,54 A BUS STAND NILDANDAHINNA,Nuwaraeliya,,CE1004,VAN13,,766631012,,PEOPLES BANK 127100160000274,CE1004,CE-1
C1027,THALAGALA V S,"NO 164 A GALLE, ROAD",DEHIWELA KANDY DEHIWELA,Dehiwala,CN003,VAN1,34,,,,CN003,CN
C1028,LANKA FASHION COLLECTION,"NO 144,VIHARAHENA ROAD,",DENIYAYA.,,SCO01,VAN4,,718274045,,"PEOPLES BANK-015100200041694,SAMPATH-001410002007",SCO01,CS
C1029,ARUN TEX AND FANCY PALACE,MAIN STREET NELLIADY,,,NW003,VAN15,,777149459,,HNB 118010002673 N D B 044108000654,NW003,NW
C1030,FASHION PARK,"NO 38,MAIN STREET",MADAWACHCHIYA,,NW003,VAN15,,252245691,,UNION BANK-0610101000000772,NW003,NW
C1031,ROYAL TOWN,"NO 190 A/1, HORANA ROAD,",KOTTAWA.,Kottawa,CT001,VAN3,68,0112782655/0777396576,,COMMERCIAL BANK-1020023805,CT001,SCT
C1032,LEAF FASHION,NO 10 PARAKRAMA ROAD,TANGALLE,Tangalle,SN003,VAN11,107,777254565,,,SN003,SN
C1033,A S A FASHION,"NO 65,A D.S SENANAYAKE STREET,",AMPARA.,Ampara,ET006,VAN14,3,719278355,,SEYLAN BANK-091001676093001-SAMPATH-006250000128,ET006,ET
C1034,D&G FASHION,NO 163 MAIN STERRT,MADAGAMA,,ET006,VAN14,,771531236,,BOC 0078591564,ET006,ET
C1035,JAYASUNDARA TEXTILE-GIRIULLA,"REDALAPOLA WATHTHA,","GIRIULGAMA,DIULDENIYA.",,A SELL,VAN13,,718648942,,,A SELL,CE-1
C1036,DRESS LINE,NO 100 26 2 MAIN STERRT,NINTHAUR,,ET006,VAN14,,,,,ET006,ET
C1037,SUPUL COLLECTION,NO 483 2 AVISSAWELLA ROAD,KADUWELA,kaduwela,CN003,VAN1,55,,,,CN003,CN
C1038,SUPUL COLLECTION,"NO 824,G, KADUWELA ROAD,",MALABE,Malabe,CN003,VAN1,73,,,,CN003,CN
C1039,STYLE COLLECTION,"NO 05,SIRIKURUSA ROAD,",GAMPAHA.,Gampaha,CN003,VAN1,42,,,,CN003,CN
C1040,PRIYANGANI TEXTILE,"NO 27/1 KANDY ROAD,",KALAGEDIHENA,,CE1004,VAN13,,768246733,,HNB-051010021301,CE1004,CE-1
C1041,GLACIER,NO 60 BAUDDALOKA MAWATHA,KURUNEGALA,Kurunegala,CE1004,VAN13,71,718977007,,BOC-0077465750,CE1004,CE-1
C1042,ARUN TEX,NO 12 GAMPAHA ROAD,NAWALAPITIYA,Nawalapitiya,CE1004,VAN13,85,542223027,,777697398,CE1004,CE-1
C1043,RANJANAS PVT LTD,NO 72 PARAKUMBA STREET,KURUNEGALA,Kurunegala,CE1004,VAN13,71,0372221257/0759001625,,Old Name Kandy Fashion,CE1004,CE-1
C1044,OSANDA FASHION,"POLONARUWA ROAD,IDIPOKUNAGODA (91A,MAIN STREET",TANGALLE,Tangalle,SN003,VAN11,107,772862095,,NTB-100890005876,SN003,SN
C1045,D D ATHUKORALA GROUP KEGALLE,NO 122 MAIN STREET,KEGALLE,Kegalle,CE1004,VAN13,63,776099354,,,CE1004,CE-1
C1046,THE OLIVE,"NO 80 ,MAIN STREET",AMBALANTHOTA.,Hambanthota,SN003,VAN11,45,718307225,,UNION BANK-490101000002508,SN003,SN
C1047,SALIYA TEX & TAILORS,"NO 52,RAJAWELLA DIGANA NEELAGAMA IDIRIPITA",KUNDASALA ROAD,,CE1004,VAN13,,779056434,,BOC 2601722,CE1004,CE-1
C1048,MAYHEM,"NO.119, GALLE ROAD,",DEHIWALA,Dehiwala,CN003,VAN1,34,767623784,,NTB DEHIWALA- 100230002314,CN003,CN
C1049,FASHION INDIA,"KGF-05,NEW MARKERT SIDE,",CHAWAKACHCHERIYA.,,NW003,VAN15,,778588886,,BOC-72918299,NW003,NW
C1050,TEXSHIMA TEX PVT LTD,NO 75 RATHNAPURA ROAD,HORANA,Horana,CT001,VAN3,50,777733344,,MR P A ANANDA,CT001,SCT
C1051,TIYANA MULTY (PVT) LTD.,"NO 90/1, PAMUNUWA ROAD,",MAHARAGAMA.,,SN003,VAN11,,114322307,,0773853344-H.V.JAYARATHNA,SN003,SN
C1052,PETICKA FASHION,NO 28 DR SUBRAMANIAM ROAD,CHUNNAKAM,Jaffna,NW003,VAN15,52,212243800,,779458612,NW003,NW
C1053,VISALA TEXTILES,"NO.71, NEGOMBO ROAD,",PANNALA,,NW003,VAN15,,372246106,,0768600015-Sumith Vajira,NW003,NW
C1054,GENUINE FASHION,100 65 MAIN STREET,BIBILE,Badulla,ET006,VAN14,6,773747601,,,ET006,ET
C1055,WICKRAMA GROUP VINTAGE LINE,NO 386 KANDY ROAD,NITTAMBUWA,,CE1004,VAN13,,0777271008/033 4933819,,334933819,CE1004,CE-1
C1056,ANNE S FASHION,NO 99 WELLANGOLLA ROAD,YANTHAMPALAWA KURUNEGALA,Kurunegala,CE1004,VAN13,71,372222512,,077 3273222 Anne,CE1004,CE-1
C1057,FASHION GOLDEN COLLECTION (PVT)LTD.,"NO 232G, MAIN STREET,",GANEMULLA.,,CE1004,VAN13,,332251500,,076-9290753(MALITH),CE1004,CE-1
C1058,I CELLULAR.LK,"488/9, 5TH LANE,MAITHRIPALA SENANAYAKA MAWATHA,",ANURADHAPURA.,Anuradhapura,NW003,VAN15,4,766048808,,025-7223393-AZEEZ,NW003,NW
C1059,THAVAKKAL TEX,NO 14 1 KANDY ROAD A PURA JUNCTION,TRINCOMALEE,Trincomalee,NW003,VAN15,108,776041922,,026 2224350 AYSHA RAUBA,NW003,NW
C1060,RICH MASS,NO 1 3 KETAWATHTHA ROAD,RAGAMA,Ragama,CN003,VAN1,97,112958210,,MR P AROSHA KUMAR,CN003,CN
C1061,DISNI GIFT CENTER,172 A BOPITIYA,PAMUNUGAMA,,CN003,VAN1,,713516067,,0114899159 ND ANNLATHA,CN003,CN
C1062,RICH LUCK NEW LUCK TAILOR,C 23 NEW BUS STAND,PUTHTHALAM,Puttalam,NW003,VAN15,96,773117597,,032 2265483 SAMITH ERANDA,NW003,NW
